Argus v3 evolution (17-gene reduced) — run v3, budget 5 min, seed 42

Data: 3951 bars, 71 curated events
Train: 2010-08-18 → 2022-12-31 (2602 bars, 7.1yr)
Test:  2023-01-01 → 2026-09-10 (1349 bars, 3.7yr)
Indicators + event-state precomputed

Buy-hold train: $1000 → $236320000
Buy-hold test:  $1000 → $4702

Gen    1 | fit   2.083 | CAGR   72.3% | DD  34.7% | Calmar   2.08 | trades   84 | ✓
Gen 4971 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4976 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4981 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4986 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4991 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4996 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5001 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5006 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5011 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5016 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5021 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5026 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5031 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5036 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5041 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5046 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5051 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5056 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5061 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5066 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5071 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5076 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5081 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5086 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5091 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5096 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5101 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5106 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5111 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5116 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5121 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5126 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5131 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5136 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5141 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5146 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5151 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5156 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5161 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5166 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5171 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5176 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5181 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5186 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5191 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5196 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5201 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5206 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5211 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5216 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5221 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5226 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5231 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5236 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5241 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5246 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5251 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5256 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5261 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5266 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5271 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5276 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5281 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5286 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5291 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5296 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5301 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5306 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5311 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5316 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5321 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5326 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5331 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5336 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5341 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5346 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5351 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5356 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5361 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5366 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5371 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5376 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5381 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5386 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5391 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5396 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5401 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5406 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5411 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5416 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5421 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5426 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5431 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5436 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5441 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5446 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5451 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5456 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5461 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5466 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5471 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5476 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5481 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5486 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5491 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5496 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5501 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5506 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5511 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5516 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5521 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5526 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5531 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5536 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5541 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5546 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5551 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5556 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5561 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5566 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5571 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5576 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5581 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5586 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5591 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5596 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5601 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5606 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5611 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5616 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5621 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5626 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5631 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5636 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5641 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5646 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5651 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5656 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5661 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5666 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5671 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5676 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5681 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5686 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5691 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5696 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5701 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5706 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5711 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5716 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5721 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5726 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5731 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5736 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5741 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5746 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5751 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5756 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5761 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5766 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5771 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5776 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5781 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5786 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5791 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5796 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5801 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5806 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5811 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5816 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5821 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5826 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5831 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5836 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5841 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5846 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5851 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5856 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5861 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5866 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5871 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5876 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5881 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5886 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5891 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5896 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5901 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5906 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5911 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5916 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5921 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5926 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5931 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5936 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5941 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5946 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5951 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5956 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5961 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5966 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5971 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5976 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5981 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5986 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 5991 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓

Evolution complete: 5992 gens, 5.0 min

================================================================================
BEST BOT — TRAIN slice (GA saw this)
================================================================================
Fitness (Calmar w/ DD cliff): 13.780
Final equity: $4226053 | Peak: $4436060
CAGR: 222.8% | Max DD: 16.2% | Sortino: 4.40 | Calmar: 13.78
Trades: 82 | Survived: 2602/2602 | Liquidated: NO
vs Buy-hold: $236320000 — BUY-HOLD WINS

================================================================================
BEST BOT — TEST slice (HELD OUT, honest OOS)
================================================================================
Final equity: $1954 | Peak: $2151
CAGR: 19.9% | Max DD: 29.2% | Sortino: 1.74 | Calmar: 0.68
Trades: 45 | Survived: 1349/1349 | Liquidated: NO
vs Buy-hold: $4702 — BUY-HOLD WINS

Evolved genome:
  RSI 28.0/73.3 | MA 13/35/172d
  Entry threshold 0.73 | Base pos 100% | Vol scale 0.00
  Stop 3.6% | Target 70% | Hold 38d | Cool 12d
  Weights trend 0.92 RSI 0.35 momo 0.44
  Bearish event fear 1.00 memory 8d

Wrote v3-best-bot.json
